"year","SVP","Kon","FDP","CVP","Demo","SP","LDU","CSP","GP","Ind","BDP","Lib","M","Oth","Seat","Code"
1970,0,0,0.43,0.29,0.14,0.14,0,0,0,0,0,0,0,0,7,"GL"
1971,0.14,0,0.29,0.29,0.14,0.14,0,0,0,0,0,0,0,0,7,"GL"
1972,0.14,0,0.29,0.29,0.14,0.14,0,0,0,0,0,0,0,0,7,"GL"
1973,0.14,0,0.43,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1974,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1975,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1976,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1977,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1978,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1979,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1980,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1981,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1982,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1983,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1984,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1985,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1986,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1987,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1988,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1989,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1990,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1991,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1992,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1993,0.29,0,0.29,0.29,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
1994,0.29,0,0.29,0.14,0,0.29,0,0,0,0,0,0,0,0,7,"GL"
1995,0.29,0,0.29,0.14,0,0.29,0,0,0,0,0,0,0,0,7,"GL"
1996,0.29,0,0.29,0.14,0,0.29,0,0,0,0,0,0,0,0,7,"GL"
1997,0.29,0,0.29,0.14,0,0.29,0,0,0,0,0,0,0,0,7,"GL"
1998,0.29,0,0.29,0.14,0,0.29,0,0,0,0,0,0,0,0,7,"GL"
1999,0.29,0,0.43,0.14,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
2000,0.29,0,0.43,0.14,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
2001,0.29,0,0.43,0.14,0,0.14,0,0,0,0,0,0,0,0,7,"GL"
2002,0.14,0,0.43,0.14,0,0.29,0,0,0,0,0,0,0,0,7,"GL"
2003,0.14,0,0.43,0.14,0,0.29,0,0,0,0,0,0,0,0,7,"GL"
2004,0.14,0,0.43,0.14,0,0.29,0,0,0,0,0,0,0,0,7,"GL"
2005,0.14,0,0.43,0.14,0,0.29,0,0,0,0,0,0,0,0,7,"GL"
2006,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"GL"
2007,0.2,0,0.4,0.2,0,0.2,0,0,0,0,0,0,0,0,5,"GL"
2008,0,0,0.4,0.2,0,0.2,0,0,0,0,0.2,0,0,0,5,"GL"
2009,0,0,0.4,0.2,0,0.2,0,0,0,0,0.2,0,0,0,5,"GL"
2010,0,0,0.4,0.2,0,0.2,0,0,0,0,0.2,0,0,0,5,"GL"
2011,0,0,0.4,0.2,0,0.2,0,0,0,0,0.2,0,0,0,5,"GL"
2012,0,0,0.4,0.2,0,0.2,0,0,0,0,0.2,0,0,0,5,"GL"
2013,0,0,0.4,0.2,0,0.2,0,0,0,0,0.2,0,0,0,5,"GL"
2014,0.2,0,0.4,0.2,0,0,0,0,0,0,0.2,0,0,0,5,"GL"
2015,0.2,0,0.4,0.2,0,0,0,0,0,0,0.2,0,0,0,5,"GL"
2016,0.2,0,0.4,0.2,0,0,0,0,0,0,0.2,0,0,0,5,"GL"
2017,0.2,0,0.4,0.2,0,0,0,0,0,0,0.2,0,0,0,5,"GL"
2018,0.2,0,0.4,0.2,0,0,0,0,0,0,0.2,0,0,0,5,"GL"
2019,0.2,0,0.4,0.2,0,0,0,0,0,0,0,0,0.2,0,5,"GL"
2020,0.2,0,0.4,0.2,0,0,0,0,0,0,0,0,0.2,0,5,"GL"
2021,0.2,0,0.4,0.2,0,0,0,0,0,0,0,0,0.2,0,5,"GL"
2022,0.2,0,0.4,0,0,0.2,0,0,0,0,0,0,0.2,0,5,"GL"
2023,0.2,0,0.4,0,0,0.2,0,0,0,0,0,0,0.2,0,5,"GL"
2024,0.2,0,0.4,0,0,0.2,0,0,0,0,0,0,0.2,0,5,"GL"
1848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1850,0,0,0.45,0.55,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1851,0,0,0.36,0.64,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1852,0,0,0.09,0.91,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1853,0,0,0.09,0.91,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1854,0,0,0.09,0.91,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1855,0,0,0.09,0.91,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1856,0,0,0.09,0.91,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1857,0,0,0.09,0.91,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1858,0,0,0.36,0.64,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1859,0,0,0.36,0.64,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1860,0,0,0.45,0.55,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1861,0,0,0.45,0.55,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1862,0,0,0.45,0.55,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1863,0,0,0.45,0.55,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1864,0,0,0.45,0.55,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1865,0,0,0.45,0.55,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1866,0,0,0.36,0.64,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1867,0,0,0.36,0.64,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1868,0,0,0.45,0.55,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1869,0,0,0.45,0.55,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1870,0,0,0.18,0.82,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1871,0,0,0.18,0.82,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1872,0,0,0.27,0.73,0,0,0,0,0,0,0,0,0,0,11,"ZG"
1873,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1874,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1875,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1876,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1879,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1880,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1881,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1882,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1885,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1886,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1887,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1888,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1889,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1890,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1891,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1892,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1893,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1894,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1895,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1896,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1897,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1898,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1899,0,0,0.29,0.71,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1900,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1901,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1902,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1903,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1904,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1905,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1906,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1907,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1908,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1909,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1910,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1911,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1912,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1913,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1914,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1915,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1916,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1917,0,0,0.43,0.57,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1918,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1919,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1920,0,0,0.29,0.57,0,0,0,0,0,0.14,0,0,0,0,7,"ZG"
1921,0,0,0.29,0.57,0,0,0,0,0,0.14,0,0,0,0,7,"ZG"
1922,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1923,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1924,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1925,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1926,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1927,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1928,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1929,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1930,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1931,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1932,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1933,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1934,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1935,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1936,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1937,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1938,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1939,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1940,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1941,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1942,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1943,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1944,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1945,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1946,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1947,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1948,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1949,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1950,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1951,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1952,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1953,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1954,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1955,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1956,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1957,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1958,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1959,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1960,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1961,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1962,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1963,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1964,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1965,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1966,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1967,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1968,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1969,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1970,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1971,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1972,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1973,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1974,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1975,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1976,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1977,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1978,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1979,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1980,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1981,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1982,0,0,0.29,0.57,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1983,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1984,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1985,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1986,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1987,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1988,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1989,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1990,0,0,0.43,0.43,0,0.14,0,0,0,0,0,0,0,0,7,"ZG"
1991,0,0,0.29,0.43,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
1992,0,0,0.29,0.43,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
1993,0,0,0.29,0.43,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
1994,0,0,0.29,0.43,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
1995,0,0,0.29,0.43,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
1996,0,0,0.29,0.43,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
1997,0,0,0.29,0.43,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
1998,0,0,0.29,0.43,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
1999,0.14,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
2000,0.14,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
2001,0.14,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
2002,0.14,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
2003,0.14,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
2004,0.14,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
2005,0.14,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
2006,0.14,0,0.29,0.29,0,0.14,0,0,0.14,0,0,0,0,0,7,"ZG"
2007,0.14,0,0.29,0.29,0,0,0,0,0.29,0,0,0,0,0,7,"ZG"
2008,0.14,0,0.29,0.29,0,0,0,0,0.29,0,0,0,0,0,7,"ZG"
2009,0.14,0,0.29,0.29,0,0,0,0,0.29,0,0,0,0,0,7,"ZG"
2010,0.14,0,0.29,0.29,0,0,0,0,0.29,0,0,0,0,0,7,"ZG"
2011,0.29,0,0.29,0.29,0,0,0,0,0.14,0,0,0,0,0,7,"ZG"
2012,0.29,0,0.29,0.29,0,0,0,0,0.14,0,0,0,0,0,7,"ZG"
2013,0.29,0,0.29,0.29,0,0,0,0,0.14,0,0,0,0,0,7,"ZG"
2014,0.29,0,0.29,0.29,0,0,0,0,0.14,0,0,0,0,0,7,"ZG"
2015,0.29,0,0.29,0.29,0,0,0,0,0.14,0,0,0,0,0,7,"ZG"
2016,0.29,0,0.29,0.29,0,0,0,0,0.14,0,0,0,0,0,7,"ZG"
2017,0.29,0,0.29,0.29,0,0,0,0,0.14,0,0,0,0,0,7,"ZG"
2018,0.29,0,0.29,0.29,0,0,0,0,0.14,0,0,0,0,0,7,"ZG"
2019,0.29,0,0.29,0.43,0,0,0,0,0,0,0,0,0,0,7,"ZG"
2020,0.29,0,0.29,0.43,0,0,0,0,0,0,0,0,0,0,7,"ZG"
2021,0.29,0,0.29,0.43,0,0,0,0,0,0,0,0,0,0,7,"ZG"
2022,0.29,0,0.29,0.43,0,0,0,0,0,0,0,0,0,0,7,"ZG"
2023,0.29,0,0.29,0.43,0,0,0,0,0,0,0,0,0,0,7,"ZG"
2024,0.29,0,0.29,0.43,0,0,0,0,0,0,0,0,0,0,7,"ZG"
1847,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"FR"
1848,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"FR"
1849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"FR"
1850,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"FR"
1851,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"FR"
1852,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"FR"
1853,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"FR"
1854,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,"FR"
1855,0,0,0.86,0,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1856,0,0,0.86,0,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1857,0,0,0.29,0.29,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1858,0,0,0.14,0.43,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1859,0,0,0.14,0.43,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1860,0,0,0.14,0.43,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1861,0,0,0.14,0.43,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1862,0,0,0,0.57,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1863,0,0,0,0.57,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1864,0,0,0,0.57,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1865,0,0,0,0.57,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1866,0,0,0,0.57,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1867,0,0,0,0.57,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1868,0,0,0,0.57,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1869,0,0,0,0.57,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1870,0,0,0,0.57,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1871,0,0,0,0.57,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1872,0,0,0,0.57,0,0,0,0,0,0,0,0.43,0,0,7,"FR"
1873,0,0,0,0.71,0,0,0,0,0,0,0,0.29,0,0,7,"FR"
1874,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1875,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1876,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1877,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1878,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1879,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1880,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1881,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1882,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1883,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1884,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1885,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1886,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1887,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1888,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1889,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1890,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1891,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1892,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1893,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1894,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1895,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1896,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1897,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1898,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1899,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1900,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1901,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1902,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1903,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1904,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1905,0,0,0,0.86,0,0,0,0,0,0,0,0.14,0,0,7,"FR"
1906,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1907,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1908,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1910,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1911,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1912,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1913,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1914,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1915,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1916,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1917,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1918,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,"FR"
1919,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1920,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1921,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1922,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1923,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1924,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1925,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1926,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1927,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1928,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1929,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1930,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1931,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
1932,0,0,0.14,0.86,0,0,0,0,0,0,0,0,0,0,7,"FR"
